sentence,language,country,user_id,time
"Bar na cobertura, centro de LA, noite clara, lua cheia, eu em jaqueta de couro preta, ela com lenço vermelho, discuti música indie, ambos participaram do concerto do Radiohead no verão passado.",English,USA,@peppyPam355,1700697040
"Mercado do fazendeiro, manhã ensolarada, eu com tampa azul, ele com sacola de lona, ​​trocou dicas de culinária, concordei em visitar o novo restaurante italiano.",English,USA,@happyHank706,1693726163
"Esperando às 9h15 do trem, chuviscando, eu com tapete de ioga, ela com caderno de desenho, guarda -chuva compartilhado, horizonte da cidade esboçado, apreciado nas manhãs.",English,USA,@wittyWhit817,1703509304
"Parque de cachorro, tarde quente e arejada, com Beagle, ele com dálmata, cães se perseguiram, discutiram trilhas para caminhadas, caminhada planejada para cães.",English,USA,@livelyLiz966,1690997533
"Tech Meetup, espaço de trabalho no centro da cidade, eu na camiseta de startups, ela com o adesivo de laptop da empresa de tecnologia, discuti projetos atuais, falei em tendências da IA.",English,USA,@vividVic481,1683670969
"Evento de caridade Run, Cool Clear Morning, I em camisa branca, ele do Bib Número 102, aplaudido na linha de chegada, smoothie compartilhado, falei em rotinas de treinamento.",English,USA,@bennyG977,1675057233
"Evento de assinatura de livro, Livraria pitoresca, I com óculos, ela com vestido de estilo vintage, discutiu livros favoritos, Love Shared For Mystery Romances.",English,USA,@biggirl866,1684958373
"Pub Quiz Night, I With Trivia Book, ele sugeriu o nome da equipe espirituosa, a celebrada vencedora da equipe, riu, discuti as categorias de curiosidades favoritas.",English,USA,@bennyG566,1674377658
"Abertura da Galeria de Arte, I em vestido preto, ele em terno sob medida, admirado pintura abstrata, interpretações discutidas, copo de vinho compartilhado.",English,USA,@dreamyDan313,1683955771
"Evento de limpeza de praia, ensolarado dia quente, eu com chapéu de palha, ela com protetor solar no nariz, pegou lixo, falei em conservação marinha, planejava participar da triagem de documentários do oceano.",English,USA,@zestyZara159,1692711436
"Concerto de jazz, local ao ar livre, noite legal, suéter cinza, ele em gorro preto, discuti músicos de jazz favoritos, ambos gostaram de Miles Davis.",English,USA,@niftyNick661,1695240674
"Café, tarde chuvosa, eu com laptop, ela com a revista de fotografia, a mesa compartilhada, falei sobre viagens recentes, ambas visitaram Paris no ano passado.",English,USA,@happyHank635,1675040771
"Biblioteca, manhã tranquila, eu em uma camisa branca, ela com mochila azul, discuti leituras recentes, ambos os fãs de Haruki Murakami.",English,USA,@hopefulHank417,1684717685
"A academia de escalada, atmosfera enérgica, eu com sapatos de escalada, ele com sacola de giz, montado juntos, discuti pontos de escalada favoritos, uma viagem planejada ao ar livre.",English,USA,@neatNate951,1699724790
"Mercado de agricultores, de manhã cedo, eu, em equipamentos de corrida, ela com sacolas reutilizáveis, discutia produtos orgânicos, receitas compartilhadas, planejando cozinhar juntos.",English,USA,@calmCam926,1695064714
"Tour da cervejaria, multidão animada, eu com um amostrador de cerveja, ele em uma camiseta de cervejaria, discuti cervejas favoritas, ambas gostaram do IPA, planejavam visitar outra cervejaria.",English,USA,@peppyPam906,1687668368
"Aula de ioga, sereno estúdio, eu com tapete roxo, ele com garrafa de água, praticada lado a lado, discuti práticas de meditação, planejava participar de um workshop.",English,USA,@craftyCarl198,1688861986
"Show de carros vintage, tarde ensolarada, eu em uma jaqueta jeans, ela com um chapéu de sol, admirado carros clássicos, discuti projetos de restauração, ambos interessados ​​nos modelos dos anos 1960.",English,USA,@hopefulHank644,1681343607
"Trilha de caminhada, dia claro, eu com botas de caminhada, ele com uma câmera, caminhou juntos, discuti a fotografia da natureza, trocou trilhas favoritas.",English,USA,@sassySam656,1678556193
"Festival de cinema, Indie Theatre, I With a Festival Pass, ela com um guia do programa, assisti a um documentário juntos, discuti técnicas de filmes, planejava assistir a outra exibição.",English,USA,@wittyWhit812,1684121578
"Nova York, Broadway, restaurante italiano, noite, eu com uma camisa listrada, ela em um vestido vermelho, amor compartilhado por massas, ambas desfrutaram da sobremesa de Tiramisu.",English,USA,@bubblyBeth588,1693606557
"São Francisco, Market Street, Loja de Eletrônicos, tarde, com fones de ouvido, ele em um capuz de tecnologia, discutiu os mais recentes gadgets, ambos interessados ​​em dispositivos domésticos inteligentes.",English,USA,@genialGina403,1689071783
"Chicago, Lake Shore Drive, jogo de vôlei de praia, dia ensolarado, eu na blusa branca, ele com óculos de sol, disputou uma partida, discuti esportes favoritos na praia.",English,USA,@wittyWhit175,1681945520
"Seattle, Pine Street, Livraria, Manhã Nublada, I com uma xícara de café, ela com uma sacola, navegou pela seção de ficção, ambos os fãs do gênero de ficção científica.",English,USA,@neatNate899,1691049898
"Boston, Boylston Street, Fitness Center, Morning, eu, em um traje preto, ele em uma faixa de suor azul, discuti rotinas de exercícios, ambas participaram da aula de spin.",English,USA,@neatNate567,1682798017
"Los Angeles, Sunset Boulevard, estreia de filmes, noite, em um terno casual, ela em um vestido floral, discutiu diretores favoritos, ambos animados com os próximos filmes.",English,USA,@sweetSue335,1679002957
"Miami, Ocean Drive, Restaurante de frutos do mar, tarde, com um chapéu branco, ele em uma camisa de manga curta, compartilhou um prato de frutos do mar, falei sobre pesca sustentável.",English,USA,@calmCam339,1691992564
"Denver, 16th Street Mall, Festival de Jazz ao ar livre, tarde ensolarada, em um vestido de verão, ele com um saxofone, desfrutei de música ao vivo, ambos apreciados solos de saxofone.",English,USA,@calmCam586,1678876074
"Austin, Lamar Boulevard, mercado de agricultores, de manhã cedo, com uma cesta, ela com uma lista, discutiu produtos locais, ambos compraram mel orgânico.",English,USA,@jollyJoe644,1685345307
"Philadelphia, Walnut Street, Exposição de fotografia, tarde, com uma câmera, ele com um caderno de desenho, fotojornalismo admirado, discuti técnicas de narrativa visual.",English,USA,@quizzicalQuinn689,1677416345
"Asheville, Blue Ridge Parkway, no início da manhã de sábado, caminhadas, eu em botas de caminhada, ela com um livro de observação de pássaros, discutiu a vida selvagem local, planejou uma caminhada de assistir pássaros.",English,USA,@chillChad796,1695305536
"Bozeman, Bridger Canyon Drive, domingo à tarde, fazenda local, com um chapéu de palha, ele com uma cesta de maçãs, discutiu a agricultura orgânica, trocou receitas de torta caseira.",English,USA,@coolTom868,1689872364
"Bend, Cascade Lakes Highway, no final da tarde de sexta -feira, ponto de pesca, eu com uma vara de pesca, ele com uma caixa de equipamento, falou sobre técnicas de pesca com mosca, histórias de pesca compartilhadas.",English,USA,@sweetSue838,1703660720
"Taos, Ski Valley Road, domingo de manhã, estação de esqui, eu em uma jaqueta de esqui vermelha, ela com uma roupa de snowboard branca, discuti as pistas de esqui favoritas, desfrutei de cacau quente juntos.",English,USA,@vividVic931,1682985665
"Laramie, Snowy Range Road, Saturday Morning, Mountain Biking Trail, I com uma bicicleta de montanha, ele com um pacote de hidratação, discutiu as condições da trilha, andava juntas.",English,USA,@fancyFran788,1694091030
"Kalispell, estrada que vai ao sol, no final da tarde de sábado, Scenic Ontellook, eu com uma câmera, ela com um caderno de desenho, capturou vistas do pôr-do-sol, compartilhou pontos cênicos favoritos.",English,USA,@coolTom527,1672822276
"Flagstaff, Rota 66, de manhã cedo, lanchonete local, com um guia de viagem, ele com um mapa, discuti destinos de viagem, compartilhando café da manhã.",English,USA,@fancyFran792,1696618584
"Eureka, Redwood Highway, domingo à tarde, Redwood Forest Hike, I em uma capa de chuva, ela com binóculos, discuti a conservação da sequóia, observou a vida selvagem da floresta.",English,USA,@craftyCarl355,1697398863
"Sedona, Red Rock Loop Road, final da manhã de domingo, local de formação de rock, eu com um poste, ele com um livro de geologia, discutiu formações geológicas, exploradas juntas.",English,USA,@merryMira458,1695592097
"Missoula, área de recreação de cascavel, sábado à tarde, Nature Trail, I com um guia de flores silvestres, ela com uma rede de borboleta, discuti a flora e fauna local, planejou uma caminhada natural.",English,USA,@keenKurt174,1675062492
"De manhã cedo, Amsterdã, Damrak, eu com uma mochila grande, ele com um mapa da cidade, compartilhou uma sala de albergue, explorou os canais da cidade, discuti as cidades européias favoritas.",English,USA,@happyHank838,1687809794
"No final da tarde, Barcelona, ​​La Rambla, ela em botas de caminhada, com um diário de viagem, descobri um bar de tapas local, falei sobre nossas aventuras de caminhada nos Pirineus.",English,USA,@craftyCarl245,1700317864
"Florence, Piazza della Signoria, fim de semana, eu com um caderno de desenho, ela com um gelato, discuti a arte renascentista, planejou uma visita à Uffizi Gallery.",English,USA,@calmCam888,1675979556
"Sunset, Praga, Charles Bridge, I com uma câmera, ele com uma guitarra de viagem, capturou fotos da paisagem urbana, tocava música, compartilhou histórias de nossa jornada de mochila.",English,USA,@vividVic974,1682356698
"O meio -dia, Paris, Montmartre, ele com uma boina, com uma massa, explorou estúdios de arte, discuti artistas impressionistas favoritos, esboçou o horizonte da cidade.",English,USA,@dreamyDan897,1674966943
"No início da noite, Berlim, Alexanderplatz, I Com um livro de história, ela com um currywurst, discuti marcos históricos, planejava visitar museus.",English,USA,@bennyG505,1675348397
"Sábado de manhã, Lisboa, Belém Tower, ela com uma caixa de pastelaria, eu com uma tabela náutica, compartilhei Pastéis de Belém, discuti a história marítima, explorou o Museu Marítimo.",English,USA,@chillChad820,1681798507
"Dublin, Grafton Street, no final da manhã, eu com uma capa de chuva, ele com um livro de folclore irlandês, explorou livrarias locais, discuti a literatura irlandesa.",English,USA,@peppyPam303,1690388688
"Budapeste, Chain Bridge, Nightfall, I com um bilhete de banho térmico, ela com um guia da cidade, relaxado em banhos térmicos, discuti a história húngara.",English,USA,@jollyJoe117,1701531924
"No início da tarde, Roma, Coliseu, ele com uma lembrança de capacete de gladiadores, com um guia, explorei ruínas antigas, falei sobre a história romana, planejei um jantar de massas.",English,USA,@hopefulHank313,1686539203
"Reunião de manhã cedo, Nova York, Wall Street, I de terno azul, ela com uma pasta, discuti relatórios trimestrais, sessão de acompanhamento planejada.",English,USA,@jollyJoe850,1696458474
"No final da tarde, Chicago, Tech Expo, McCormick Place, ele com um estande de startups, com um crachá, discuti produtos inovadores, trocou cartões de visita.",English,USA,@vividVic758,1700979172
"Londres, Canary Wharf, almoço comercial, eu com um laptop, ela com um jornal financeiro, discutiu tendências de mercado, programadas para o próximo briefing.",English,USA,@mikeMighty313,1687951482
"Midday, San Francisco, Moscone Center, Tech Conference, I com um clique de apresentação, ele com uma agenda da conferência, apresentada sobre avanços da IA, discutiu futuras colaborações.",English,USA,@livelyLiz116,1672748306
"No início da noite, Paris, Fashion Trade Show, Porte de Versailles, ela com um portfólio de grife, com amostras de tecido, discuti moda sustentável, visita planejada para showroom.",English,USA,@calmCam146,1694641730
"Toronto, distrito financeiro, final da manhã, reunião da sala de reuniões, eu com um projetor, ele com um modelo financeiro, revisou o orçamento anual, estabeleceu metas financeiras.",English,USA,@jumpyJill462,1679341592
"No meio da manhã, Boston, Seaport, seminário de inovação, com um bloco de notas, ela com um protótipo, discutiu o design thinking, trocou informações de contato.",English,USA,@genialGina217,1677016682
"Dubai, Trade Center, International Expo, no final da tarde, ele com uma demonstração de produto, com um folheto de marketing, discuti a expansão do mercado global, lançamento planejado para produtos.",English,USA,@coolTom737,1693460545
"No início da tarde, Hong Kong, Central, evento de rede de negócios, eu com uma etiqueta de nome, ela com um titular de cartão de visita, discutiu desafios do setor, identifiquei oportunidades de parceria.",English,USA,@happyHank395,1699450327
"Segunda de manhã, Sydney, CBD, reunião do cliente, eu com uma proposta, ele com feedback, discuti o escopo do projeto, concordou em entregas.",English,USA,@wittyWhit227,1683435667
"No final da manhã, Berlim, Workshop de Negócios, I com materiais de oficina, ela com uma lista de participação, facilitou as atividades de construção de equipes, discuti as metas do projeto.",English,USA,@sassySam413,1676560934
"Los Angeles, Downtown, seminário legal, tarde, com um estudo de caso, ele com códigos legais, discuti as recentes emendas da lei, discussão planejada de acompanhamento.",English,USA,@vividVic438,1683639183
"Meio -dia, Tóquio, Distrito comercial, Almoço de Sushi Business, I com uma análise de mercado, ela com um catálogo de produtos, discutiu estratégias de entrada de mercado, pesquisa de mercado planejada.",English,USA,@niftyNick446,1679431076
"No final da tarde, Madri, Feira de Negócios, com uma configuração de estande, ele com um crachá de visitantes, discuti as ofertas de serviços, agendou uma demonstração.",English,USA,@vividVic886,1695266914
"Cingapura, Marina Bay, Fintech Conference, I com um crachá do painel, ela com um MIC de perguntas e respostas, discutiu aplicativos de blockchain, trocou perfis do LinkedIn.",English,USA,@gracefulGreg545,1692470617
"Manhã, Zurique, Seminário Financeiro, I Com uma lista de registro, ele com um crachá de palestrante, discutiu estratégias de investimento, planejou uma consulta individual.",English,USA,@livelyLiz725,1677981706
"No final da manhã, Mumbai, incubadora de negócios, eu com um campo de startup, ele com um crachá de investidores, lançou uma ideia de negócio, recebi interesse de financiamento.",English,USA,@genialGina890,1686850747
"Tarde, Milão, Design Expo, I com modelos de produtos, ela com um crachá de mídia, discutiu a inovação de design, agendou uma entrevista.",English,USA,@jumpyJill296,1699960526
"Washington D.C., Centro de Convenções, Fórum de Segurança Cibernética, I com um estande de fornecedores, ele com um livro de segurança cibernética, discuti estratégias de mitigação de ameaças, Auditoria de Segurança planejada.",English,USA,@Angelina005155,1679556453
"No início da noite, Seul, mixer de negócios, eu com um bilhete de bebida, ela com um alfinete de logotipo da empresa, em rede, discuti as notícias do setor, concordou em participar de um painel juntos.",English,USA,@sassySam604,1681341073
"Tarde da noite, Miami, Ocean Drive Club, eu com um vestido vermelho, ele com uma jaqueta de couro preta, dançou a EDM, compartilhei um passeio de táxi para casa.",English,USA,@niftyNick522,1685549944
"No início da noite, Nova York, bar na cobertura, ela em uma blusa brilhante, eu com uma jaqueta jeans, gostei de vista do horizonte, falei sobre coquetéis.",English,USA,@hopefulHank671,1673674648
"Midnight, Berlim, Clube Underground, em uma camiseta preta, ele com tinta facial de neon, dançou ao techno, trocei números no bar.",English,USA,@genialGina948,1688507397
"No final da noite, Londres, Soho Jazz Bar, eu em um terno personalizado, ela em um vestido de veludo, apreciava jazz ao vivo, discuti músicos favoritos.",English,USA,@calmCam533,1703749340
"Barcelona, ​​clube de praia, noite da lua cheia, ela com uma coroa de flores, eu em uma camisa de linho branca, dançando descalço, assisti a lua sobre o mar.",English,USA,@coolTom769,1692091366
"Sexta à noite, Las Vegas, clube de alta energia, eu com um vestido de lantejoulas, ele com uma camisa ousada, dançou para os 40 hits, riu de luzes vibrantes.",English,USA,@sassySam140,1696659680
"Dublin, Temple Bar, sábado à noite, eu em um suéter casual, ela com um alfinete de trevo, desfrutei de música folclórica ao vivo, compartilhei uma caneca de robusta.",English,USA,@jazzyJeff383,1677090403
"Tarde da noite, Paris, Riverside Club, ela com um vestido chique, eu em um blazer preto, dancei ao eletro-pop, compartilhei um lanche tarde da noite.",English,USA,@calmCam789,1700803323
"No início da noite, Amsterdã, local de música ao vivo, eu em uma jaqueta de couro, ele com uma camiseta de banda, desfrute de um concerto de rock, discuti bandas favoritas.",English,USA,@keenKurt451,1675860231
"Sábado à noite, Roma, elegante bar na cobertura, ela em um vestido de seda, com um copo de prosecco, gostei das luzes da cidade, falei sobre aventuras de viagem.",English,USA,@jumpyJill621,1698500449
"Praga, clube de dança, na noite de sexta -feira, eu em uma blusa chamativa, ele com um bastão de brilho, dançou ao transe, comemorei um aniversário.",English,USA,@jumpyJill888,1690325995
"No final da noite, Sydney, bar do lado do porto, eu em trajes de verão, ela com um chapéu elegante, apreciava a vista do porto, conversou sobre cervejas artesanais.",English,USA,@mikeMighty537,1700729877
"Buenos Aires, Tango Club, domingo à noite, ela em um vestido de tango vermelho, eu em um terno afiado, dançou tango, compartilhei uma garrafa de Malbec.",English,USA,@jazzyJeff300,1694942128
"LA, Sunset Strip, Music Lounge, I em uma camiseta vintage, ela com uma jaqueta cravejada, desfrutei de música acústica ao vivo, discuti os próximos festivais de música.",English,USA,@hopefulHank140,1677261804
"Tarde da noite, Tóquio, Shibuya Club, eu com acessórios de LED, ele com uma roupa futurista, dançou a batidas eletrônicas, explorou o distrito de neon-iluminado.",English,USA,@genialGina855,1692191930
"Atenas, bar na cobertura, no início da noite, ela em um vestido grego, eu com um ouzo gelado, assisti o pôr do sol, falei sobre mitologia antiga.",English,USA,@jazzyJeff946,1702191666
"Montreal, boate, sexta à noite, com uma pulseira chamativa, ele com uma gravata vibrante, gostei do set de DJ, ri dos movimentos de dança enérgicos.",English,USA,@peppyPam979,1700382401
"No final da noite, Copenhagen, Jazz Club, em um suéter aconchegante, ela com uma gargantilha elegante, desfrute de Jazz Ensemble, discuti o design dinamarquês.",English,USA,@fancyFran916,1673117816
"Mumbai, bar sofisticado, sábado à noite, ela em um saree da moda, eu em uma kurta tradicional, desfrutei de batidas de Bollywood, conversei sobre coquetéis exóticos.",English,USA,@bennyG774,1686306480
"Nashville, bar honky-tonk, tarde da noite, eu em botas de cowboy, ele com um chapéu ocidental, dançou à música country, compartilhou histórias de hospitalidade do sul.",English,USA,@chillChad821,1694766769
"De manhã cedo, Londres, King's Cross Station, I com uma capa de chuva, ela com uma mala vintage, esperando o trem das 9h15, discuti a arquitetura da estação histórica, compartilhou café de um café próximo.",English,USA,@Angelina005526,1702630079
"No final da tarde, Tóquio, estação Shinjuku, ele em um terno de negócios, com uma mochila, corri para a linha Yamanote, comentou sobre a movimentada energia da estação, compartilhou uma risada rápida de um artista de rua nas proximidades.",English,USA,@happyHank668,1676203952
"Parte de ônibus do meio -dia, Paris, Montparnasse, eu em uma boina vermelha, ela com um livro de poesia, aguardava o ônibus 89, conversava sobre o suporte de crepe nas proximidades, admirava a vista da turnê Montparnasse.",English,USA,@jollyJoe475,1672672481
"Hora do rush da noite, Nova York, estação de metrô da Times Square, eu com fones de ouvido, ele em um casaco cinza, navegou na multidão para o trem Uptown 1, mencionou os murais da estação colorida, compartilhou um banco enquanto esperava.",English,USA,@sweetSue325,1699485954
"De manhã cedo, Munique, Marienplatz U-Bahn, ela em um lenço azul, com uma mochila, esperando a linha U3, discuti o icônico Glockenspiel nas proximidades, comentou sobre o clima frio.",English,USA,@quizzicalQuinn106,1675947657
"No final da manhã, Sydney, estação de cais circular, eu com óculos de sol, ele com uma prancha de surf, aguardava o trem do círculo da cidade, admirava a visão do porto, conversou sobre a próxima competição de surf.",English,USA,@niftyNick698,1672680191
"Tarde, Chicago, The Loop, I com uma sacola de compras, ela em um pavão preto, esperando a linha rosa, discuti a escultura próxima em Daley Plaza, compartilhou um mapa do trem L.",English,USA,@bubblyBeth240,1673516146
"No início da noite, Roma, estação de Termini, ele com uma câmera, com um guia de viagem, esperando o trem regional, discuti as ruínas antigas visíveis da estação, planejou uma visita ao Museu Nacional nas proximidades.",English,USA,@niftyNick487,1683394014
"No meio da manhã, São Francisco, Powell Street Cable, eu com um quebra-vento, ela com um caderno de desenho, subia subida, conversou sobre os teleféricos históricos, admirava a vista da baía.",English,USA,@Angelina005643,1677562875
"Dusk, Madri, estação de trem ATOCHA, ela está em um vestido floral, com uma caixa de guitarra, esperando o trem de alta velocidade, admirava o jardim tropical interno, tocava uma música enquanto esperava.",English,USA,@bennyG924,1676654123
